name,category,location,state,courses_offered,min_cutoff_percentage,fees_min,fees_max,ranking,description,website,admission_basis,typical_rank_cutoff,gender_eligibility
JSS Medical College Mysuru,Medical,Mysuru,Karnataka,"MBBS, Medical Sciences, BDS",,1200000,1600000,27,"Reputed private deemed medical college in Karnataka, NEET based admission.",https://jssuni.edu.in,NEET,11000,Co-ed
Government Medical College Amritsar,Medical,Amritsar,Punjab,"MBBS, Medical Sciences",,20000,30000,40,"Government medical college in Punjab, NEET based admission.",https://gmcamritsar.edu.in,NEET,7800,Co-ed
Pandit Bhagwat Dayal Sharma Medical College Rohtak,Medical,Rohtak,Haryana,"MBBS, Medical Sciences",,15000,25000,37,"Government medical college in Haryana, NEET based admission.",https://pgims.gov.in,NEET,7200,Co-ed
National Institute of Pharmaceutical Education Hyderabad,Medical,Hyderabad,Telangana,"Pharmaceutical Sciences, Pharm D",,80000,120000,30,"Premier pharmacy institute, GPAT based admission.",https://niperhyd.ac.in,GPAT,,Co-ed
Jamia Hamdard,Medical,New Delhi,Delhi,"Pharmaceutical Sciences, MBBS, Unani Medicine",,300000,400000,32,"Deemed university known for pharmacy and Unani medicine, NEET/own entrance based.",https://jamiahamdard.edu,NEET,,Co-ed
IIM Vizag,Management,Visakhapatnam,Andhra Pradesh,"MBA, Business Administration",,1100000,1300000,17,"Newly established IIM in Andhra Pradesh, CAT based admission.",https://www.iimv.ac.in,CAT,,Co-ed
Goa Institute of Management,Management,Sanquelim,Goa,"MBA, Business Administration, PGDM",,1700000,1900000,15,"Reputed private B-school in Goa, CAT/XAT/GMAT based admission.",https://www.gim.ac.in,CAT,,Co-ed
Xavier Institute of Management Bhubaneswar,Management,Bhubaneswar,Odisha,"MBA, Business Administration, Rural Management",,1600000,1850000,14,"Reputed private B-school in Odisha, XAT based admission.",https://www.xub.edu.in,XAT,,Co-ed
Indian Institute of Foreign Trade,Management,New Delhi,Delhi,"MBA International Business, Business Administration",,400000,450000,6,"Premier institute for international trade studies, IIFT entrance based admission.",https://www.iift.ac.in,IIFT Entrance,,Co-ed
K J Somaiya Institute of Management,Management,Mumbai,Maharashtra,"MBA, Business Administration, PGDM",,1300000,1500000,24,"Reputed private B-school in Mumbai, CAT/XAT based admission.",https://www.somaiya.edu,CAT,,Co-ed
National Law University Visakhapatnam,Law,Visakhapatnam,Andhra Pradesh,"BA LLB, LLM",75,140000,170000,16,"NLU in Andhra Pradesh, CLAT based admission.",https://www.nluvizag.ac.in,CLAT,,Co-ed
Chanakya National Law University,Law,Patna,Bihar,"BA LLB, LLM",72,110000,140000,17,"NLU in Bihar, CLAT based admission.",https://cnlu.ac.in,CLAT,,Co-ed
Dharmashastra National Law University,Law,Jabalpur,Madhya Pradesh,"BA LLB, LLM",70,120000,150000,18,"NLU in Madhya Pradesh, CLAT based admission.",https://dnlu.ac.in,CLAT,,Co-ed
University Institute of Legal Studies Chandigarh,Law,Chandigarh,Chandigarh,"BA LLB, LLB",74,20000,30000,19,"Reputed government law institute in Chandigarh, CLAT/CET based admission.",https://uils.puchd.ac.in,CLAT,,Co-ed
Government Law College Thiruvananthapuram,Law,Thiruvananthapuram,Kerala,"BA LLB, LLB",68,15000,25000,22,"Government law college in Kerala, KLEE based admission.",https://glctvm.ac.in,KLEE,,Co-ed
PSG Arts and Science College,Arts and Science,Coimbatore,Tamil Nadu,"B.Com, B.A. Economics, B.Sc. Computer Science, B.Sc. Physics",70,40000,55000,33,Autonomous arts and science college in Coimbatore.,https://www.psgcas.ac.in,CUET,,Co-ed
Ethiraj College for Women,Arts and Science,Chennai,Tamil Nadu,"B.Com, B.A. Economics, B.Sc. Computer Science, B.A. English",71,30000,45000,17,Reputed autonomous women's college in Chennai.,https://www.ethirajcollege.edu.in,CUET,,Women Only
Women's Christian College Chennai,Arts and Science,Chennai,Tamil Nadu,"B.A. Economics, B.Com, B.Sc. Computer Science, B.A. English",73,35000,50000,16,Historic autonomous women's college in Chennai.,https://www.wcc.edu.in,CUET,,Women Only
Loyola College Madurai,Arts and Science,Madurai,Tamil Nadu,"B.Com, B.A. Economics, B.Sc. Computer Science",60,25000,38000,46,Autonomous arts and science college in Madurai.,https://loyolacollege.edu,Merit Based,,Co-ed
Ramjas College Delhi,Arts and Science,New Delhi,Delhi,"B.A. Economics, B.Com, B.Sc. Physics, B.A. History",78,20000,30000,11,Reputed autonomous college under University of Delhi.,https://ramjas.du.ac.in,CUET,,Co-ed
Sri Venkateswara College Delhi,Arts and Science,New Delhi,Delhi,"B.A. Economics, B.Sc. Computer Science, B.Com",79,20000,30000,9,Premier autonomous college under University of Delhi.,https://svc.ac.in,CUET,,Co-ed
Gargi College,Arts and Science,New Delhi,Delhi,"B.A. Economics, B.Com, B.Sc. Computer Science",76,18000,28000,13,Reputed women's college under University of Delhi.,https://gargi.du.ac.in,CUET,,Women Only
Government Polytechnic Jaipur,Polytechnic,Jaipur,Rajasthan,"Diploma in Mechanical Engineering, Diploma in Civil Engineering, Diploma in Electronics",47,9000,14000,38,Government polytechnic in Rajasthan.,https://gpjaipur.ac.in,REAP Diploma,,Co-ed
Government Polytechnic Bhopal,Polytechnic,Bhopal,Madhya Pradesh,"Diploma in Computer Engineering, Diploma in Civil Engineering, Diploma in Mechanical Engineering",46,9000,14000,40,Government polytechnic in Madhya Pradesh.,https://gpbhopal.ac.in,Merit Based,,Co-ed
Government Polytechnic Raipur,Polytechnic,Raipur,Chhattisgarh,"Diploma in Mechanical Engineering, Diploma in Electrical Engineering",44,8500,13000,42,Government polytechnic in Chhattisgarh.,https://gpraipur.ac.in,Merit Based,,Co-ed
Annamalai University,Engineering,Chidambaram,Tamil Nadu,"Computer Science, Mechanical Engineering, Civil Engineering, Electronics and Communication",68,80000,110000,41,"Large multi-disciplinary university in Tamil Nadu, TNEA and own counseling.",https://www.annamalaiuniversity.ac.in,TNEA,,Co-ed
Kalasalingam Academy of Research and Education,Engineering,Krishnankoil,Tamil Nadu,"Computer Science, Electronics and Communication, Mechanical Engineering, Biotechnology",60,150000,190000,56,"Private deemed university in Tamil Nadu, own entrance test based admission.",https://www.klu.ac.in,Own Entrance Test,,Co-ed
Karunya Institute of Technology and Sciences,Engineering,Coimbatore,Tamil Nadu,"Computer Science, Aerospace Engineering, Electronics and Communication, Biotechnology",62,160000,200000,54,"Private deemed university in Coimbatore, own entrance test based admission.",https://www.karunya.edu,Own Entrance Test,,Co-ed
University of Hyderabad,Arts and Science,Hyderabad,Telangana,"B.A. Economics, B.Sc. Computer Science, M.A./M.Sc. Integrated Programmes",,15000,25000,7,"Premier central university known for integrated programs, CUET based admission.",https://uohyd.ac.in,CUET,,Co-ed
Banaras Hindu University Faculty of Arts,Arts and Science,Varanasi,Uttar Pradesh,"B.A. Economics, B.A. History, B.Sc. Computer Science, B.Com",,12000,20000,9,"Historic central university faculty of arts, CUET based admission.",https://www.bhu.ac.in,CUET,,Co-ed
Government Engineering College Bilaspur,Engineering,Bilaspur,Chhattisgarh,"Computer Science, Civil Engineering, Mechanical Engineering, Electronics and Communication",60,40000,60000,68,"Government engineering college in Chhattisgarh, CG PET based admission.",https://gecbilaspur.ac.in,CG PET,,Co-ed
Amity University Noida,Engineering,Noida,Uttar Pradesh,"Computer Science, Information Technology, Business Administration, Biotechnology",,250000,320000,42,"Large private deemed university with multiple disciplines, own entrance test based admission.",https://www.amity.edu,Amity JEE,,Co-ed
Lovely Professional University,Engineering,Phagwara,Punjab,"Computer Science, Information Technology, Mechanical Engineering, Business Administration",,180000,240000,38,"Large private university in Punjab known for diverse programs, LPUNEST based admission.",https://www.lpu.in,LPUNEST,,Co-ed
Thapar Institute of Engineering and Technology,Engineering,Patiala,Punjab,"Computer Science, Electronics and Communication, Mechanical Engineering, Chemical Engineering",,300000,360000,19,"Reputed private deemed university in Punjab, JEE Main based admission.",https://www.thapar.edu,JEE Main,12000,Co-ed
Amrita Vishwa Vidyapeetham Coimbatore,Engineering,Coimbatore,Tamil Nadu,"Computer Science, Electronics and Communication, Mechanical Engineering, Biotechnology",,280000,340000,21,"Reputed private deemed university, AEEE based admission.",https://www.amrita.edu,AEEE,,Co-ed
SASTRA Deemed University,Engineering,Thanjavur,Tamil Nadu,"Computer Science, Electronics and Communication, Mechanical Engineering, Biotechnology",,250000,310000,24,"Private deemed university in Tamil Nadu, own entrance test based admission.",https://www.sastra.edu,SASTRA Entrance,,Co-ed
Shiv Nadar University,Engineering,Greater Noida,Uttar Pradesh,"Computer Science, Electronics and Communication, Business Administration, Data Science",,350000,420000,27,"Private research university near Delhi, own entrance test based admission.",https://snu.edu.in,SNUSAT,,Co-ed
Ashoka University,Arts and Science,Sonipat,Haryana,"B.A. Economics, B.A. Political Science, B.Sc. Computer Science, B.A. Liberal Arts",,1000000,1200000,5,"Premier liberal arts private university, own entrance test and interview based admission.",https://www.ashoka.edu.in,Ashoka Aptitude Test,,Co-ed
FLAME University,Arts and Science,Pune,Maharashtra,"B.A. Liberal Arts, B.A. Economics, B.Sc. Computer Science, B.B.A.",,650000,800000,28,"Liberal education private university in Pune, own entrance test based admission.",https://www.flame.edu.in,FLAME Entrance Test,,Co-ed
Tata Institute of Social Sciences,Arts and Science,Mumbai,Maharashtra,"B.A. Social Work, M.A. Social Sciences",,30000,50000,4,"Premier institute for social sciences and social work, TISS-BAT based admission.",https://www.tiss.edu,TISS-BAT,,Co-ed
Azim Premji University,Arts and Science,Bengaluru,Karnataka,"B.A. Liberal Arts, B.A. Economics, B.Ed",,200000,250000,19,"Private university focused on education and development studies, own entrance test based admission.",https://azimpremjiuniversity.edu.in,Own Entrance Test,,Co-ed
National Institute of Fashion Technology Delhi,Arts and Science,New Delhi,Delhi,"Fashion Design, Textile Design, Fashion Communication, Accessory Design",,150000,200000,1,"Premier government fashion institute, NIFT entrance exam based admission.",https://www.nift.ac.in,NIFT Entrance,,Co-ed
National Institute of Fashion Technology Mumbai,Arts and Science,Mumbai,Maharashtra,"Fashion Design, Textile Design, Fashion Communication, Leather Design",,150000,200000,6,"NIFT campus in Mumbai, NIFT entrance exam based admission.",https://www.nift.ac.in,NIFT Entrance,,Co-ed
Pearl Academy,Arts and Science,New Delhi,Delhi,"Fashion Design, Interior Design, Fashion Communication",,400000,500000,15,"Private design institute in Delhi, own entrance test based admission.",https://www.pearlacademy.com,Pearl Entrance Test,,Co-ed
National Institute of Design Ahmedabad,Arts and Science,Ahmedabad,Gujarat,"Industrial Design, Communication Design, Textile Design",,250000,300000,1,"Premier government design institute, NID DAT based admission.",https://www.nid.edu,NID DAT,,Co-ed
CEPT University,Arts and Science,Ahmedabad,Gujarat,"Architecture, Planning, Design",,350000,420000,8,"Reputed private university for architecture and planning, CEPT entrance test based admission.",https://cept.ac.in,CEPT Entrance,,Co-ed
School of Planning and Architecture Delhi,Engineering,New Delhi,Delhi,"Architecture, Planning, Landscape Architecture",,30000,45000,1,"Premier government institute for architecture and planning, JEE Main Paper 2 based admission.",https://www.spa.ac.in,JEE Main Paper 2,5000,Co-ed
Manipal Academy of Higher Education,Arts and Science,Manipal,Karnataka,"B.A. Economics, B.Com, B.Sc. Computer Science, B.B.A.",,300000,380000,16,"Large private deemed university with multiple disciplines, MET based admission.",https://manipal.edu,MET,,Co-ed
Wilson College Mumbai,Arts and Science,Mumbai,Maharashtra,"B.A. Economics, B.Sc. Computer Science, B.Com, B.A. English",74,30000,45000,17,Historic autonomous college affiliated with University of Mumbai.,https://wilsoncollege.edu,CUET,,Co-ed
Elphinstone College Mumbai,Arts and Science,Mumbai,Maharashtra,"B.A. Economics, B.Sc. Physics, B.Com, B.A. History",73,15000,25000,19,"One of the oldest colleges in India, government college affiliated with Mumbai University.",https://elphinstone.ac.in,Merit Based,,Co-ed
Shaheed Bhagat Singh College,Arts and Science,New Delhi,Delhi,"B.Com, B.A. Economics, B.B.A.",75,18000,28000,21,Reputed commerce-focused college under University of Delhi.,https://sbs.du.ac.in,CUET,,Co-ed
Sri Ramakrishna Engineering College,Engineering,Coimbatore,Tamil Nadu,"Computer Science, Information Technology, Electronics and Communication, Mechanical Engineering",65,120000,160000,51,"Private engineering college in Coimbatore, TNEA counseling.",https://www.srec.ac.in,TNEA,,Co-ed
Vels Institute of Science Technology and Advanced Studies,Engineering,Chennai,Tamil Nadu,"Computer Science, Information Technology, Aeronautical Engineering, Biotechnology",,160000,200000,57,"Private deemed university in Chennai, own entrance test based admission.",https://www.velsuniv.ac.in,Own Entrance Test,,Co-ed
Bharathiar University,Arts and Science,Coimbatore,Tamil Nadu,"B.Com, B.A. Economics, B.Sc. Computer Science, B.Sc. Physics",,15000,25000,26,State university in Tamil Nadu offering diverse undergraduate programs.,https://www.b-u.ac.in,Merit Based,,Co-ed
Periyar University,Arts and Science,Salem,Tamil Nadu,"B.Com, B.A. Economics, B.Sc. Computer Science",,12000,20000,30,"State university in Tamil Nadu, merit based admission.",https://www.periyaruniversity.ac.in,Merit Based,,Co-ed
Topiwala National Medical College,Medical,Mumbai,Maharashtra,"MBBS, Medical Sciences",,20000,30000,38,"Government medical college affiliated with Nair Hospital in Mumbai, NEET based admission.",https://tnmcnair.com,NEET,4900,Co-ed
Lady Hardinge Medical College,Medical,New Delhi,Delhi,"MBBS, Medical Sciences",,15000,25000,12,"Premier women's medical college in Delhi, NEET based admission.",https://www.lhmc-hosp.gov.in,NEET,1300,Women Only
Gajra Raja Medical College,Medical,Gwalior,Madhya Pradesh,"MBBS, Medical Sciences",,20000,30000,35,"Government medical college in Madhya Pradesh, NEET based admission.",https://grmcgwl.org,NEET,5600,Co-ed
Mysore Medical College and Research Institute,Medical,Mysuru,Karnataka,"MBBS, Medical Sciences",,20000,30000,33,"Government medical college in Karnataka, NEET based admission.",https://mmcri.ac.in,NEET,5300,Co-ed
Gulbarga Institute of Medical Sciences,Medical,Kalaburagi,Karnataka,"MBBS, Medical Sciences",,20000,30000,41,"Government medical college in Karnataka, NEET based admission.",https://gims.kar.nic.in,NEET,6800,Co-ed
National Institute of Technology Goa,Engineering,Farmagudi,Goa,"Computer Science, Electronics and Communication, Mechanical Engineering, Civil Engineering",,120000,150000,49,"NIT in Goa, JEE Main based admission.",https://www.nitgoa.ac.in,JEE Main,16000,Co-ed
MIT World Peace University,Engineering,Pune,Maharashtra,"Computer Science, Electronics and Communication, Mechanical Engineering, Civil Engineering",,200000,260000,45,"Private university in Pune, own entrance test and MHT-CET based admission.",https://mitwpu.edu.in,MHT-CET,,Co-ed
Pillai College of Engineering,Engineering,Navi Mumbai,Maharashtra,"Computer Science, Information Technology, Electronics and Telecommunication, Mechanical Engineering",60,100000,140000,55,"Private engineering college in Navi Mumbai, MHT-CET based admission.",https://www.mes.ac.in,MHT-CET,,Co-ed
Vishwakarma Institute of Technology,Engineering,Pune,Maharashtra,"Computer Science, Electronics and Communication, Mechanical Engineering, Civil Engineering",72,130000,170000,39,"Reputed private engineering college in Pune, MHT-CET based admission.",https://www.vit.edu,MHT-CET,,Co-ed
North Eastern Regional Institute of Science and Technology,Engineering,Itanagar,Arunachal Pradesh,"Computer Science, Electronics and Communication, Mechanical Engineering, Civil Engineering",,100000,130000,69,"Deemed university in Arunachal Pradesh, own entrance test based admission.",https://nerist.ac.in,Own Entrance Test,,Co-ed
Tripura University,Engineering,Agartala,Tripura,"Computer Science, Electronics and Communication, Civil Engineering",,80000,110000,70,State university in Tripura offering engineering programs.,https://www.tripurauniv.ac.in,Merit Based,,Co-ed
Indian Institute of Technology Bhubaneswar,Engineering,Bhubaneswar,Odisha,"Computer Science, Electrical Engineering, Mechanical Engineering, Civil Engineering",,200000,250000,18,"IIT in Odisha, JEE Advanced based admission.",https://www.iitbbs.ac.in,JEE Advanced,4500,Co-ed
Indian Institute of Technology Indore,Engineering,Indore,Madhya Pradesh,"Computer Science, Electrical Engineering, Mechanical Engineering, Civil Engineering",,200000,250000,12,"IIT in Madhya Pradesh, JEE Advanced based admission.",https://www.iiti.ac.in,JEE Advanced,2200,Co-ed
Indian Institute of Technology Mandi,Engineering,Mandi,Himachal Pradesh,"Computer Science, Electrical Engineering, Mechanical Engineering, Civil Engineering",,200000,250000,20,"IIT in Himachal Pradesh, JEE Advanced based admission.",https://www.iitmandi.ac.in,JEE Advanced,5200,Co-ed
Indian Institute of Technology Jodhpur,Engineering,Jodhpur,Rajasthan,"Computer Science, Electrical Engineering, Mechanical Engineering, Civil Engineering",,200000,250000,14,"IIT in Rajasthan, JEE Advanced based admission.",https://www.iitj.ac.in,JEE Advanced,3000,Co-ed
Indian Institute of Technology Ropar,Engineering,Rupnagar,Punjab,"Computer Science, Electrical Engineering, Mechanical Engineering, Civil Engineering",,200000,250000,21,"IIT in Punjab, JEE Advanced based admission.",https://www.iitrpr.ac.in,JEE Advanced,5400,Co-ed
University of California Berkeley,International Universities,Berkeley,United States,"Computer Science, Business Administration, Engineering, Data Science",,4500000,5200000,3,"Top US public research university, SAT/ACT and own application based admission.",https://www.berkeley.edu,Direct Admission,,Co-ed
University of Texas at Austin,International Universities,Austin,United States,"Computer Science, Business Administration, Engineering",,4200000,4900000,8,"Leading US public university, own application based admission.",https://www.utexas.edu,Direct Admission,,Co-ed
Nanyang Technological University,International Universities,Singapore,Singapore,"Computer Science, Engineering, Business Administration",,2400000,3000000,2,"Top-ranked university in Singapore, accepts Indian board scores.",https://www.ntu.edu.sg,SAT/Direct Admission,,Co-ed
University of British Columbia,International Universities,Vancouver,Canada,"Computer Science, Engineering, Business Administration, Life Sciences",,3300000,4000000,2,"Leading Canadian university, requires Indian 12th marks and English proficiency test.",https://www.ubc.ca,Direct Admission,,Co-ed
University of Manchester,International Universities,Manchester,United Kingdom,"Computer Science, Business Administration, Engineering",,2800000,3300000,5,"Top UK university, accepts Indian 12th board scores with IELTS.",https://www.manchester.ac.uk,Direct Admission,,Co-ed
Monash University,International Universities,Melbourne,Australia,"Computer Science, Business Administration, Engineering, Life Sciences",,2700000,3300000,3,"Leading Australian university, accepts Indian 12th board scores with IELTS.",https://www.monash.edu,Direct Admission,,Co-ed
